-0.48842,-0.48637,-0.50515
-0.47665,-0.47346,-0.49282
-0.46488,-0.46055,-0.4805
-0.45312,-0.44765,-0.46819
-0.44136,-0.43475,-0.45588
-0.42962,-0.42187,-0.44358
-0.41789,-0.40901,-0.43129
-0.40619,-0.39619,-0.41901
-0.39453,-0.38341,-0.40673
-0.38293,-0.37072,-0.39448
-0.3714,-0.35814,-0.38224
-0.35996,-0.3457,-0.37004
-0.34864,-0.33346,-0.35788
-0.33745,-0.32143,-0.34576
-0.32642,-0.30963,-0.3337
-0.31558,-0.29807,-0.32174
-0.30495,-0.28673,-0.30991
-0.29454,-0.2756,-0.29822
-0.28438,-0.26466,-0.2867
-0.27449,-0.25389,-0.27535
-0.26489,-0.2433,-0.26415
-0.25556,-0.23291,-0.25309
-0.24648,-0.22274,-0.24214
-0.23764,-0.21284,-0.23124
-0.22899,-0.20324,-0.22035
-0.22052,-0.19395,-0.20944
-0.2122,-0.18498,-0.19849
-0.20399,-0.17631,-0.18752
-0.19583,-0.16792,-0.17656
-0.18772,-0.15977,-0.16566
-0.17961,-0.15183,-0.15487
-0.17148,-0.14409,-0.14423
-0.1633,-0.13649,-0.13383
-0.15503,-0.12902,-0.12372
-0.14664,-0.12163,-0.11391
-0.13816,-0.11431,-0.10439
-0.12958,-0.10701,-0.095153
-0.12092,-0.099726,-0.086137
-0.11216,-0.092438,-0.077289
-0.10324,-0.085137,-0.06857
-0.09409,-0.077817,-0.05995
-0.084659,-0.070477,-0.051414
-0.074872,-0.063114,-0.042954
-0.06467,-0.055725,-0.034563
-0.054066,-0.048304,-0.026239
-0.043132,-0.040842,-0.017975
-0.031966,-0.033329,-0.0097592
-0.020676,-0.025754,-0.001578
-0.0093707,-0.018104,0.0065888
0.0018489,-0.010364,0.014766
0.012904,-0.00252,0.022981
0.023742,0.0054408,0.031261
0.034338,0.013529,0.039631
0.044689,0.021754,0.048116
0.054809,0.030129,0.056741
0.064728,0.038673,0.065523
0.074483,0.047416,0.074477
0.084124,0.056393,0.083612
0.09371,0.065635,0.09293
0.1033,0.075183,0.10243
0.11299,0.085078,0.11211
0.12283,0.095361,0.12195
0.13293,0.10607,0.13193
0.14336,0.11721,0.14202
0.15416,0.12879,0.15219
0.16533,0.14074,0.1624
0.17675,0.15298,0.17263
0.1883,0.1654,0.18288
0.19988,0.17788,0.19313
0.21145,0.19033,0.20335
0.22301,0.20271,0.21353
0.23458,0.215,0.22369
0.24616,0.22717,0.23383
0.25775,0.23923,0.24396
0.2693,0.2512,0.25411
0.28075,0.26309,0.26427
0.29205,0.27491,0.27446
0.30319,0.28669,0.28475
0.31423,0.29844,0.29517
0.32529,0.31024,0.30573
0.33648,0.32217,0.31649
0.34779,0.33434,0.32745
0.35927,0.34671,0.33863
0.37086,0.3593,0.35001
0.3825,0.37199,0.3616
0.39417,0.38473,0.37335
0.40588,0.39754,0.38529
0.41759,0.41038,0.39734
0.4293,0.42325,0.40947
0.44102,0.43615,0.42162
0.45277,0.44905,0.43381
0.46452,0.46196,0.446
0.47628,0.47487,0.45821
0.48805,0.48779,0.47042
0.49981,0.50071,0.48264
0.51158,0.51363,0.49485
