-0.40788,-0.36576,-0.36546
-0.3622,-0.34357,-0.36058
-0.30129,-0.30814,-0.34235
-0.23865,-0.27131,-0.32187
-0.17282,-0.24351,-0.29281
-0.10596,-0.2226,-0.25599
-0.043779,-0.2029,-0.21858
0.0051769,-0.1751,-0.1785
0.028701,-0.14813,-0.13764
0.018939,-0.12545,-0.10135
-0.011458,-0.11054,-0.069957
-0.042046,-0.11074,-0.046444
-0.075015,-0.11494,-0.031229
-0.11302,-0.1214,-0.019737
-0.15111,-0.13095,-0.014955
-0.18124,-0.14151,-0.015808
-0.20115,-0.1519,-0.018369
-0.20291,-0.15653,-0.018343
-0.19336,-0.16111,-0.013245
-0.18052,-0.16599,-0.0044895
-0.1661,-0.16135,0.011423
-0.15475,-0.15756,0.031039
-0.1494,-0.15543,0.043058
-0.15266,-0.14896,0.049547
-0.16198,-0.13812,0.049101
-0.16837,-0.12494,0.044713
-0.16712,-0.11383,0.034191
-0.15616,-0.10345,0.023506
-0.13197,-0.091052,0.0086045
-0.10239,-0.079865,-0.0092815
-0.070634,-0.063756,-0.025341
-0.043752,-0.045987,-0.04203
-0.016387,-0.024202,-0.04685
0.0090002,-0.0031035,-0.048904
0.031678,0.014433,-0.048973
0.050651,0.034925,-0.042606
0.066561,0.058688,-0.026212
0.081679,0.085773,-0.0090347
0.093411,0.11453,0.0087962
0.10132,0.14265,0.02466
0.10393,0.16977,0.043822
0.10057,0.19874,0.066309
0.093107,0.22682,0.079422
0.087017,0.25657,0.084449
0.081213,0.28462,0.088762
0.075758,0.30781,0.093656
0.07185,0.32892,0.096072
0.069134,0.34738,0.099781
0.067047,0.36071,0.10701
0.066332,0.37191,0.10753
0.069638,0.37939,0.10836
0.077021,0.38137,0.11378
0.088306,0.37853,0.12549
0.10277,0.37062,0.13588
0.12105,0.35937,0.14649
0.14082,0.34529,0.15526
0.16412,0.32774,0.15568
0.18829,0.31033,0.15213
0.21099,0.2915,0.14562
0.22958,0.27321,0.13322
0.24421,0.25583,0.12546
0.25458,0.23639,0.11734
0.25841,0.2112,0.11601
0.25453,0.18734,0.11763
0.24523,0.1679,0.12195
0.23292,0.14854,0.12103
0.21922,0.12632,0.11913
0.20782,0.10746,0.11461
0.20235,0.093012,0.11356
0.20533,0.07924,0.11594
0.21649,0.065095,0.12173
0.23193,0.053774,0.12682
0.24658,0.044672,0.13351
0.25695,0.035767,0.1375
0.26119,0.024296,0.14243
0.25582,0.012382,0.14099
0.23966,-0.0013951,0.13842
0.20984,-0.015236,0.13038
0.16641,-0.030946,0.1233
0.11447,-0.047168,0.11294
0.060949,-0.064345,0.094206
0.0077188,-0.084212,0.069846
-0.040577,-0.10691,0.041675
-0.083494,-0.13091,0.0066736
-0.11757,-0.15314,-0.026867
-0.14081,-0.17081,-0.059209
-0.15471,-0.18282,-0.086584
-0.16272,-0.1909,-0.10999
-0.17004,-0.20399,-0.13786
-0.17541,-0.22037,-0.16238
-0.18234,-0.24326,-0.18069
-0.20269,-0.26582,-0.20829
-0.23984,-0.28773,-0.2405
-0.2889,-0.31036,-0.27701
-0.33736,-0.33188,-0.31406
-0.36573,-0.34492,-0.34005
